SchoolYear,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,ReportCategory,ReportSubGroup,AttendanceRate
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Gender,Female,83.57
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Grade,6,79.4
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Homeless,Not Homeless,82.66
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Gender,Male,81.61
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Students with Disabilities,Students with Disabilities,81.19
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Ethnicity,"Black, not of Hispanic origin",82.52
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Grade,1,83.19
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Grade,5,79.94
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Grade,2,81.7
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Economically Disadvantaged,Economically Disadvantaged,82.31
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Grade,All,82.59
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Migrant Status,Not Migrant,82.59
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Grade,4,80.81
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2703,Nichols Elementary-Middle School,Grade,3,86.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Migrant Status,Not Migrant,76.78
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Economically Disadvantaged,Economically Disadvantaged,76.75
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Grade,2,77.64
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Homeless,Homeless,57.93
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Grade,4,78.24
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Grade,3,75.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Grade,All,76.78
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Grade,5,82.54
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Ethnicity,"Black, not of Hispanic origin",76.79
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Grade,1,77.48
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Students with Disabilities,Students with Disabilities,76.21
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Gender,Male,76.55
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Homeless,Not Homeless,77.44
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Grade,6,75.1
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Gender,Female,77.03
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Grade,0,74.04
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,English Learners,Not English Learners,76.74
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Students with Disabilities,Students without IEP,76.84
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Economically Disadvantaged,Not Economically Disadvantaged,77.16
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Grade,7,78.83
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2708,Nolan Elementary-Middle School,Grade,8,69.89
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Economically Disadvantaged,Not Economically Disadvantaged,77.61
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,English Learners,Not English Learners,70.96
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Students with Disabilities,Students without IEP,70.51
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Grade,9,70.93
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Gender,Female,70.57
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Homeless,Not Homeless,71.39
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Gender,Male,71.27
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Students with Disabilities,Students with Disabilities,71.65
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Ethnicity,"Black, not of Hispanic origin",70.97
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Grade,10,68.19
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Grade,All,71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Grade,12,70.72
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Economically Disadvantaged,Economically Disadvantaged,70.37
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Migrant Status,Not Migrant,71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Grade,11,74.74
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2778,Detroit Collegiate Preparatory High School @ Northwestern,Homeless,Homeless,55.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Grade,7,94.72
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Grade,8,91.73
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Economically Disadvantaged,Not Economically Disadvantaged,94.7
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,English Learners,Not English Learners,93.08
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Students with Disabilities,Students without IEP,93.3
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Gender,Female,93.31
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Grade,0,90.26
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Grade,6,94.23
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Homeless,Not Homeless,93.07
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Gender,Male,92.76
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Students with Disabilities,Students with Disabilities,90.21
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Grade,1,92.41
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Ethnicity,"Black, not of Hispanic origin",93.04
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Grade,5,93.7
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Grade,All,93.08
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Grade,2,93.7
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Economically Disadvantaged,Economically Disadvantaged,92.2
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Migrant Status,Not Migrant,93.08
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Grade,4,93.27
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2882,Bates Academy,Grade,3,93.68
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Migrant Status,Not Migrant,83.23
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Economically Disadvantaged,Economically Disadvantaged,82.5
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Grade,2,85.14
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Grade,5,86.09
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Grade,All,83.23
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Grade,4,83.51
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Grade,3,84.23
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Grade,1,83.75
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Ethnicity,"Black, not of Hispanic origin",83.37
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Students with Disabilities,Students with Disabilities,81.78
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Gender,Male,82.73
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Homeless,Not Homeless,83.21
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Gender,Female,83.83
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,2969,Pasteur Elementary School,Grade,6,85.38
