SchoolYear,ISD_Code,ISD_OfficialName,DistrictCode,DistrictOfficialName,BuildingCode,BuildingOfficialName,CharterName,EntityType,IHE_Type,Subgroup,Gender,Total_Graduates_All_Students,Total_Enrolled_in_an_IHE_within_0_6_months,Total_%_Enrolled_in_an_IHE_within_0_6_months,Total_Enrolled_in_an_IHE_within_0_12_months,Total_%_Enrolled_in_an_IHE_within_0_12_months,Total_Enrolled_in_an_IHE_within_0_16_months,Total_%_Enrolled_in_an_IHE_within_0_16_months,Total_Enrolled_in_an_IHE_within_0_24_months,Total_%_Enrolled_in_an_IHE_within_0_24_months,Total_Enrolled_in_an_IHE_within_0_36_months,Total_%_Enrolled_in_an_IHE_within_0_36_months,Total_Enrolled_in_an_IHE_within_0_48_months,Total_%_Enrolled_in_an_IHE_within_0_48_months,Total_Accumulating_24_Credits_within_0_12_months,Total_%_Accumulating_24_Credits_within_0_12_months,Total_Accumulating_24_Credits_within_0_16_months,Total_%_Accumulating_24_Credits_within_0_16_months,Total_Accumulating_24_Credits_within_0_24_months,Total_%_Accumulating_24_Credits_within_0_24_months,Total_Accumulating_24_Credits_within_0_36_months,Total_%_Accumulating_24_Credits_within_0_36_months,Total_Accumulating_24_Credits_within_0_48_months,Total_%_Accumulating_24_Credits_within_0_48_months
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Four Year,African American,Male,26,<10,7.6923,<10,11.5385,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Four Year,African American,All Students,44,<10,<5%,<10,9.0909,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,All,English Learners,All Students,<10,<10,50,<10,50,,,,,,,,,<10,50,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Four Year,All Students,All Students,48,<10,6.25,<10,10.4167,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Two Year,All Students,Male,28,<10,10.7143,<10,10.7143,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,All,Asian,Male,<10,<10,50,<10,50,,,,,,,,,<10,50,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,All,Economically Disadvantaged,All Students,39,10,25.641,12,30.7692,,,,,,,,,<10,7.6923,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Four Year,Asian,Male,<10,<10,50,<10,50,,,,,,,,,<10,50,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,All,Asian,Female,<10,<10,50,<10,50,,,,,,,,,<10,50,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,All,African American,Female,18,<10,27.7778,<10,38.8889,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,All,All Students,All Students,48,12,25,15,31.25,,,,,,,,,<10,6.25,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,All,African American,Male,26,<10,19.2308,<10,23.0769,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,All,African American,All Students,44,10,22.7273,13,29.5455,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Two Year,Asian,All Students,<10,<10,25,<10,25,,,,,,,,,<10,25,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Two Year,African American,Male,26,<10,11.5385,<10,11.5385,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,All,Asian,All Students,<10,<10,50,<10,50,,,,,,,,,<10,50,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Two Year,English Learners,All Students,<10,<10,50,<10,50,,,,,,,,,<10,50,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Four Year,All Students,Male,28,<10,10.7143,<10,14.2857,,,,,,,,,<10,7.1429,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,All,Students With Disabilities,All Students,<10,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Four Year,African American,Female,18,<10,<5%,<10,5.5556,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Two Year,All Students,All Students,48,<10,18.75,10,20.8333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Four Year,Asian,All Students,<10,<10,25,<10,25,,,,,,,,,<10,25,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Two Year,Asian,Female,<10,<10,50,<10,50,,,,,,,,,<10,50,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Four Year,All Students,Female,20,<10,<5%,<10,5,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Two Year,Economically Disadvantaged,All Students,39,<10,20.5128,<10,23.0769,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,All,All Students,Male,28,<10,21.4286,<10,25,,,,,,,,,<10,7.1429,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Two Year,All Students,Female,20,<10,30,<10,35,,,,,,,,,<10,5,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Two Year,African American,All Students,44,<10,18.1818,<10,20.4546,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3015,Pershing High School,,LEA School,Two Year,African American,Female,18,<10,27.7778,<10,33.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,All,Economically Disadvantaged,All Students,42,10,23.8095,13,30.9524,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,All,African American,Female,23,<10,34.7826,10,43.4783,,,,,,,,,<10,8.6957,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Four Year,African American,Female,23,<10,13.0435,<10,13.0435,,,,,,,,,<10,8.6957,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,All,African American,Male,24,<10,25,<10,29.1667,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Two Year,African American,All Students,47,<10,12.766,<10,19.1489,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,All,All Students,All Students,47,14,29.7872,17,36.1702,,,,,,,,,<10,6.383,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Four Year,Economically Disadvantaged,All Students,42,<10,11.9048,<10,11.9048,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Two Year,Economically Disadvantaged,All Students,42,<10,11.9048,<10,19.0476,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Four Year,All Students,Male,24,<10,20.8333,<10,20.8333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,All,All Students,Male,24,<10,25,<10,29.1667,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,All,Students With Disabilities,All Students,<10,<10,16.6667,<10,33.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,All,Homeless,All Students,<10,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Four Year,All Students,All Students,47,<10,17.0213,<10,17.0213,,,,,,,,,<10,6.383,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Two Year,African American,Male,24,<10,<5%,<10,8.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Two Year,African American,Female,23,<10,21.7391,<10,30.4348,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,All,African American,All Students,47,14,29.7872,17,36.1702,,,,,,,,,<10,6.383,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Two Year,All Students,Male,24,<10,<5%,<10,8.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Four Year,All Students,Female,23,<10,13.0435,<10,13.0435,,,,,,,,,<10,8.6957,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Two Year,Students With Disabilities,All Students,<10,<10,16.6667,<10,33.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Four Year,African American,Male,24,<10,20.8333,<10,20.8333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,All,All Students,Female,23,<10,34.7826,10,43.4783,,,,,,,,,<10,8.6957,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Two Year,All Students,Female,23,<10,21.7391,<10,30.4348,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Two Year,All Students,All Students,47,<10,12.766,<10,19.1489,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,3540,Southeastern High School,,LEA School,Four Year,African American,All Students,47,<10,17.0213,<10,17.0213,,,,,,,,,<10,6.383,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Four Year,Economically Disadvantaged,All Students,395,51,12.9114,54,13.6709,,,,,,,,,21,5.3165,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Two Year,English Learners,All Students,<10,<10,25,<10,25,,,,,,,,,<10,25,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,English Learners,All Students,<10,<10,25,<10,25,,,,,,,,,<10,25,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,Homeless,All Students,<10,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,American Indian or Alaska Native,Male,<10,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,African American,Female,228,69,30.2632,85,37.2807,,,,,,,,,13,5.7018,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Two Year,African American,All Students,466,74,15.8798,97,20.8155,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Two Year,All Students,Female,230,41,17.8261,54,23.4783,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Two Year,Students With Disabilities,All Students,65,10,15.3846,16,24.6154,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,All Students,Female,230,70,30.4348,86,37.3913,,,,,,,,,14,6.087,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,Students With Disabilities,All Students,65,11,16.9231,17,26.1539,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Two Year,Asian,Male,<10,<10,25,<10,25,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,Asian,All Students,<10,<10,50,<10,50,,,,,,,,,<10,33.3333,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Four Year,All Students,Female,230,29,12.6087,32,13.913,,,,,,,,,13,5.6522,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Two Year,Economically Disadvantaged,All Students,395,65,16.4557,83,21.0127,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Two Year,African American,Female,228,40,17.5439,53,23.2456,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,African American,Male,238,67,28.1513,79,33.1933,,,,,,,,,13,5.4622,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Four Year,African American,Male,238,33,13.8656,35,14.7059,,,,,,,,,10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Two Year,All Students,All Students,474,76,16.0338,99,20.8861,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Two Year,African American,Male,238,34,14.2857,44,18.4874,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Four Year,All Students,Male,244,34,13.9344,36,14.7541,,,,,,,,,11,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Four Year,Asian,Male,<10,<10,25,<10,25,,,,,,,,,<10,25,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Four Year,African American,Female,228,29,12.7193,32,14.0351,,,,,,,,,13,5.7018,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Four Year,All Students,All Students,474,63,13.2911,68,14.346,,,,,,,,,24,5.0633,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Four Year,Students With Disabilities,All Students,65,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,Asian,Female,<10,<10,50,<10,50,,,,,,,,,<10,50,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Two Year,Asian,Female,<10,<10,50,<10,50,,,,,,,,,<10,50,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,American Indian or Alaska Native,All Students,<10,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,Asian,Male,<10,<10,50,<10,50,,,,,,,,,<10,25,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,All Students,All Students,474,139,29.3249,167,35.2321,,,,,,,,,28,5.9072,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,African American,All Students,466,136,29.1846,164,35.1931,,,,,,,,,26,5.5794,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Two Year,All Students,Male,244,35,14.3443,45,18.4426,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,Economically Disadvantaged,All Students,395,116,29.3671,137,34.6835,,,,,,,,,24,6.076,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,All,All Students,Male,244,69,28.2787,81,33.1967,,,,,,,,,14,5.7377,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Four Year,Asian,All Students,<10,<10,16.6667,<10,16.6667,,,,,,,,,<10,16.6667,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Four Year,African American,All Students,466,62,13.3047,67,14.3777,,,,,,,,,23,<5%,,,,,,,,
2015-2016,84000,State of Michigan,84060,Education Achievement Authority of Michigan,0,All Buildings,,LEA District,Two Year,Asian,All Students,<10,<10,33.3333,<10,33.3333,,,,,,,,,<10,16.6667,,,,,,,,
